session_id,participant_id,validation_type,timestamp,calibration_accuracy,glasses,total_duration_ms,total_duration_sec,completed_tasks,total_tasks,completion_rate,avg_task_duration_ms,avg_valence,std_valence,min_valence,max_valence,avg_negative_prob,max_negative_prob,total_samples,emotion_distribution,negative_emotions_ratio,modal_shown_count,modal_closed_count,total_clicks,error_corrections,total_interactions,total_fixations,total_gaze_distance,avg_gaze_speed,fixations_per_second
session_1777277493036_b9ewa2qle,13,inline,1777277493036,29,False,90934,90.934,2,2,1.0,45467.0,-0.07288507667664813,0.19234449865805073,-0.43224493279813037,0.7999999987597288,0.24156423990570164,0.9986797299816073,515.0,"{'neutral': 404, 'sad': 95, 'happy': 15, 'angry': 1}",0.18640776699029127,1,0,17,0,43,633,220456.4822461189,2222.993438062729,6.38291436004477
session_1777277915484_qdkvk1ezo,101,inline,1777277915484,32,False,77945,77.945,2,2,1.0,38972.5,0.022880078165682338,0.14534710767224635,-0.546253434297978,0.7999411252057567,0.03122942708986558,0.948757703677984,384.0,"{'neutral': 354, 'happy': 14, 'surprised': 8, 'sad': 7, 'angry': 1}",0.020833333333333332,1,1,14,0,39,459,99334.35250076996,1176.222617590702,5.435040022734809
session_1777278244300_uifvzf6xh,58,modal,1777278244300,46,False,127099,127.099,2,2,1.0,63549.5,-0.05636705729462962,0.11787444995923757,-0.3987699114534843,0.7569208992936516,0.1580460308413165,0.9969467707755398,715.0,"{'neutral': 620, 'sad': 88, 'happy': 7}",0.12307692307692308,7,7,30,4,52,858,187124.66366840678,1406.635072302539,6.449673006088852
session_1777278616951_fjzc7aifm,3,inline,1777278616951,30,False,103698,103.698,2,2,1.0,51849.0,0.058245425234688925,0.21539108492596554,-0.6411461651325225,0.8000000442096737,0.0711272934004157,0.968430264852941,569.0,"{'neutral': 404, 'surprised': 94, 'happy': 44, 'sad': 15, 'fearful': 11, 'angry': 1}",0.04745166959578207,1,0,16,0,40,700,239652.5648785935,2169.645788665214,6.337307730610101
session_1777875184954_r1ga0aow7,97,modal,1777875184954,33,False,173129,173.129,2,2,1.0,86564.5,0.007297342847982418,0.060372464880679995,-0.048511305020838336,0.7633621020716475,0.0016937149277746505,0.11909670192380872,1089.0,"{'neutral': 1078, 'happy': 10, 'surprised': 1}",0.0,10,10,25,2,52,2161,569809.253175806,2935.4059076830663,11.132518700158668
session_1777875832593_f1lr4fjqx,96,inline,1777875832593,54,False,201639,201.639,2,2,1.0,100819.5,-0.126471098799121,0.18089520912079474,-0.6541821515515949,0.7999809818630047,0.32260150948962585,0.9999876759688963,901.0,"{'neutral': 640, 'sad': 243, 'happy': 14, 'angry': 3, 'surprised': 1}",0.2730299667036626,6,5,27,0,71,2553,881169.5409099051,4033.218634873557,11.685387087029358
session_1777876395048_46h0ryyhx,111,inline,1777876395048,55,False,112367,112.367,2,2,1.0,56183.5,-0.0002747766661218777,0.006795818992418201,-0.0663313319655458,0.048540735011957284,0.004397992207175885,0.16584358396602283,700.0,{'neutral': 700},0.0,6,5,19,0,61,1373,510020.54029683484,4220.312458496428,11.361285571250072
session_1777876885488_fg9u3iqd4,33,inline,1777876885488,78,False,113974,113.974,2,2,1.0,56987.0,-0.01421235780583752,0.03811482790427258,-0.3717971360003276,0.0006605657663385501,0.035811156811255865,0.9295861737847417,167.0,"{'neutral': 166, 'sad': 1}",0.005988023952095809,3,3,16,0,47,1494,462065.0911433626,3708.744751848995,11.991524063312678
session_1777877309067_nfvztcxaa,26,modal,1777877309067,67,False,155431,155.431,2,2,1.0,77715.5,0.01095286652379251,0.12772690381403834,-0.4013964747333375,0.7999999561670279,0.032704347812713704,0.9915663307183422,970.0,"{'neutral': 936, 'happy': 27, 'sad': 7}",0.007216494845360825,15,14,28,1,63,1852,439674.6675684332,2668.1554717538697,11.238818831696866
session_1777877958285_byirde8d7,40,modal,1777877958285,66,False,176637,176.637,2,2,1.0,88318.5,-0.006034392421283432,0.02864195748773924,-0.2845561699260997,0.4856944501089615,0.0171294946235255,0.7102719058464118,1149.0,"{'neutral': 1146, 'sad': 2, 'happy': 1}",0.0017406440382941688,20,20,39,1,86,2186,637513.4315932092,3498.0928612601056,11.99477629138637
session_1777878469410_qu54umh09,41,inline,1777878469410,79,False,185056,185.056,2,2,1.0,92528.0,0.005203131853849461,0.029126728185352488,-0.5454178538988345,0.19979372672114276,0.0020638033641709095,0.9990676364468527,1032.0,"{'neutral': 1015, 'surprised': 16, 'fearful': 1}",0.0009689922480620155,2,1,13,0,37,2297,600555.1117501145,3164.8140374689847,12.104763912310288
session_1777878947117_dayyrul0o,37,inline,1777878947117,50,True,135764,135.764,2,2,1.0,67882.0,-0.2331257047179109,0.17087691796948945,-0.8699394802446477,0.21620867301171529,0.4471327416338214,0.9865341228651232,881.0,"{'neutral': 515, 'sad': 265, 'angry': 78, 'surprised': 15, 'disgusted': 6, 'happy': 2}",0.3961407491486947,1,0,37,2,66,1514,513833.6910173447,3578.4782437310723,10.543909743018316
session_1777879397525_kt9vdjhr0,113,inline,1777879397525,54,False,87550,87.55,2,2,1.0,43775.0,0.04840266317134235,0.1781576010999738,-0.028314042300280562,0.799999999845466,0.0033878593344526357,0.1316816064354498,555.0,"{'neutral': 524, 'happy': 30, 'surprised': 1}",0.0,1,0,18,0,33,945,343788.95521271066,3601.015556852526,9.898397402325338
session_1777879746600_oz9davq2u,57,inline,1777879746600,26,False,37680,37.68,1,1,1.0,37680.0,-0.0006672121588182187,0.004945582593892531,-0.06331116624153577,0.02301177868864843,0.0024645458109506255,0.15841487377145302,239.0,{'neutral': 239},0.0,0,0,9,0,26,425,236857.73927634474,6302.928211936048,11.309507969876794
session_1777880042859_3yzlicgzv,114,modal,1777880042859,26,False,138479,138.479,2,2,1.0,69239.5,-0.02925307916574617,0.08664926747931052,-0.41160514485706445,0.797025427813204,0.09177638300779606,0.9855699637470252,842.0,"{'neutral': 796, 'sad': 36, 'happy': 7, 'surprised': 3}",0.04275534441805225,11,10,28,1,54,1558,1185259.16153348,7941.5413374616755,10.439000857632934
session_1777880479314_vlm7z1ye5,73,inline,1777880479314,77,False,138646,138.646,2,2,1.0,69323.0,-0.1531894356287886,0.16988133103942749,-0.7759244866489098,0.743344716806547,0.3218992336535369,0.9884740215129568,796.0,"{'neutral': 590, 'sad': 170, 'angry': 29, 'happy': 7}",0.25,3,2,14,0,40,1688,527931.9026898085,3515.140375328312,11.239246810663968
session_1777880939618_o77o2rbf1,52,modal,1777880939618,60,True,118449,118.449,2,2,1.0,59224.5,0.1120259359428247,0.17322422840337107,-0.20691362548386677,0.7315599284315341,0.028315575145419217,0.3975715663992787,692.0,"{'neutral': 576, 'happy': 96, 'surprised': 20}",0.0,12,12,31,8,64,1359,474111.85603919264,3696.4327395424416,10.595499836272628
session_1777881458438_sl6zyluc3,76,modal,1777881458438,65,False,162106,162.106,2,2,1.0,81053.0,0.1848938731894251,0.3128629712616065,-0.25340186861540126,0.7999999922586505,0.014284655405206854,0.6371173100906162,807.0,"{'neutral': 628, 'happy': 177, 'sad': 2}",0.0024783147459727386,16,16,36,2,74,1959,441197.3050553489,2550.9517273688316,11.326711148629116
session_1777881968187_8sc28n0ao,80,modal,1777881968187,51,False,191684,191.684,2,2,1.0,95842.0,0.0015109660528994096,0.07383284038704814,-0.3879813983534405,0.7999390369597241,0.0167160570098294,0.9271764564837213,1213.0,"{'neutral': 1195, 'sad': 11, 'happy': 7}",0.009068425391591096,21,21,35,2,83,2189,793712.4704532945,3852.6178190035603,10.625233594959688
session_1777882492209_hyi85sc08,83,inline,1777882492209,67,True,160317,160.317,2,2,1.0,80158.5,-0.02366258292404776,0.10777211862945515,-0.3757134502988266,0.7999836369796076,0.08537575797251867,0.9392385495893905,1050.0,"{'neutral': 998, 'sad': 39, 'happy': 13}",0.037142857142857144,2,1,22,0,48,2014,565070.5505222352,3208.2583916552276,11.434735706580367
